Names,ARE.R,AUS.R,AUT.R,AZE.R,BFL.R,BFR.R,BGR.R,BHR.R,CAN.R,CHL.R,CZE.R,DEU.R,DNK.R,ENG.R,ESP.R,FIN.R,FRA.R,GEO.R,HKG.R,HUN.R,IRL.R,IRN.R,ISR.R,ITA.R,KAZ.R,LTU.R,LVA.R,MAC.R,MAR.R,MLT.R,NIR.R,NLD.R,NOR.R,NZL.R,OMN.R,POL.R,PRT.R,QAT.R,RUS.R,SAU.R,SGP.R,SVK.R,SVN.R,SWE.R,TTO.R,TWN.R,USA.R,ARE.E,CAN.E,DNK.E,GEO.E,IRL.E,ISR.E,ITA.E,NOR.E,PRT.E,SGP.E,SVN.E,SWE.E,TWN.E,USA.E,EGY.L,IRN.L,KWT.L,MAR.L,ZAF.L
LMU3R71,0.11458216521166,0.00845801041456365,0.0236237101934682,0.0112329997864818,0.0199944804174569,0.0111595108519738,0.0103094688396518,0.17627040588511,0.0259006719455324,0.0705271753974555,0.0265648509534373,-0.036177835239088,0.0322587404463801,0.028263770213056,0.0293703298475401,0.0474308503004152,0.042928325852427,0.0667597061079249,0.0139107120008597,-0.0774859718462438,0.0315957768952881,0.178326903520905,-0.00430640595933709,-0.00743979920172488,0.0370081940533743,0.011972162697041,0.0664693624174047,-0.0362933823536015,0.0751436449538325,0.112496656930043,0.0595991199324794,0.0256199623003267,-0.000733268337245304,-0.0073399153754761,0.133508112900868,0.0585357092523765,-0.000196332302825086,0.121565537213693,0.0199158644246648,0.1051868117593,0.0250914537335747,0.0208319245616569,0.0695994765082753,0.0390459590155187,0.097847925515888,0.0398253769014582,-0.0313041535516834,0.126652562973945,-0.0267544148437032,0.00269388686377118,0.0407192006181382,-0.00399558977809676,0.0181877690038596,0.0505790567913167,0.0175873094170376,-0.0385076964662628,0.0534110124803618,0.0873741439609311,0.000418484610484063,-0.0110148193114348,-0.0145390657058215,0.119208982312016,0.0801390982577736,0.146575306414305,0.0742639902812595,0.0999713175679756
LMU3R72,0.121504168827349,0.00651572930234256,0.0240249890472126,0.0181251659908568,0.0229841061422914,0.0156508060793717,0.0129285349242301,0.183237204152915,0.0231293564391734,0.0674574167923091,0.0280786847065972,-0.035567040771536,0.0366714067937439,0.0199919391496098,0.0337404819512419,0.0503856708440895,0.0521748541489903,0.0746804336473238,0.0144270679329792,-0.0790601005248586,0.0353048644688211,0.190777062197337,-0.0102097137196259,-0.00731343530584839,0.0448283473415092,0.00160579414507338,0.0691416999077235,-0.0395275694609393,0.0896676954956376,0.121606629629809,0.0672807630100936,0.0351449183851242,-0.00240255312428682,-0.000384995349278491,0.140461334199632,0.0621940469457244,-0.0098077453207707,0.131818699339078,0.0219208555966997,0.116618420153674,0.0292589746560718,0.024217330940778,0.0760409720910589,0.0336092412249499,0.10300777773524,0.0430226651064455,-0.0373674332208042,0.1337120595303,-0.0207209309982524,0.000592304816702159,0.0426835004028981,0.00290343957340334,0.0202727827374198,0.0533811799725194,0.0201069454443583,-0.0456133272102054,0.0606875147540701,0.0981857933000348,-0.00341882617294053,-0.0069601106169545,-0.0132585199417556,0.127487390493702,0.0894572800397917,0.153066322535671,0.0779757819349244,0.104927637441638
LMU3R73,0.130160550934122,-0.00149898512105716,0.0193656549279449,0.02395670049575,0.0273978478747537,0.0219171483310735,0.00997718876654223,0.191869301451141,0.0267966533664954,0.0690704270008881,0.0242037258581157,-0.0390644487348088,0.0311251750529045,0.0217784426673612,0.0315225526036248,0.047759314206305,0.0510633732131158,0.084431015082077,0.0153914873691965,-0.0867713579735562,0.034758664069848,0.210038729092095,-0.00974076518798177,-0.00413487158426266,0.0425927796154399,0.00728787752157547,0.0681477710117822,-0.0355091375479473,0.101941689649922,0.121744304051008,0.0743429865822734,0.0367552667606446,-0.00862718708884761,0.00575596613829061,0.152517335668732,0.0626084607148846,-0.00785902558443573,0.134734604424088,0.0230170936005675,0.120884982361557,0.0323435785288703,0.0276265294074053,0.0848189987463661,0.0328642393402873,0.111144609229441,0.0393221315093924,-0.046324053542214,0.142049496043819,-0.0313591125461093,0.0103579833737219,0.0490947193507569,0.00850454495801815,0.0271665817196752,0.0600485755343515,0.0128043490296088,-0.0447682047568522,0.0639382226406487,0.106441379319707,-0.00675116863608497,-0.0105730520201228,-0.0132805098561488,0.135642858671615,0.0940976034115671,0.161781432152387,0.0882656834211386,0.112573562501038
LMU3R74,0.138624475710296,0.00645558971932713,0.0104794267142662,0.024651707530515,0.0269324875393239,0.0235033392087934,0.004022209361976,0.19728888629181,0.0298923488318112,0.0719641625408015,0.0240347777355659,-0.0371802477620758,0.0315509832423734,0.0210431442801792,0.0305975196614997,0.0511921153994354,0.0574223306096703,0.0886794700348107,0.014711263543003,-0.091246669016102,0.0327050441757411,0.218399659644397,-0.00698708945631074,-0.00122975667590413,0.0502547626533254,0.0097504804981563,0.0675516952789796,-0.0314680156019375,0.109052819594188,0.12345744494523,0.0797060628654517,0.0403708190080264,-0.00344162875485016,0.00278523303228217,0.159512829169785,0.0649611139096537,-0.000999719050938016,0.144326853049562,0.0277089966345228,0.122750069261767,0.0348147890880446,0.020654598461624,0.0934116293622252,0.0258337631943689,0.111488565588665,0.0460137611712806,-0.054782620185438,0.1508056734229,-0.0278323764437576,0.0148122054071944,0.0583746450729172,0.0119704200793334,0.0253680464654977,0.0625249476884589,0.011789951214636,-0.0367537751629167,0.0704981467688077,0.107792009952637,-0.0183669067666231,-0.0184301565646505,-0.020678487330722,0.142165209802986,0.103046795654972,0.168245601067163,0.0924916998477993,0.11846352310289
LMU3R75,0.144181646218682,0.0135354937425984,0.00270908002895015,0.0287869346883242,0.0280986535844418,0.00606562979038141,-0.000361765339594453,0.200805823438395,0.0302589979508507,0.0740891684908124,0.0221483261937669,-0.0335075381072704,0.0426059015615753,0.017752043908272,0.0321306980722855,0.0521489193578137,0.0643022823340629,0.102636879879775,0.0068810943300149,-0.0874839250331538,0.0381299648758305,0.231218043619458,-0.0040775741750876,0.00139540290422366,0.0503527080873815,0.00329069005558261,0.0746976282210334,-0.0219254797216019,0.118961591414713,0.123696713688364,0.0898665711885271,0.0345706682048214,-0.00348884329027195,-0.00657033859582725,0.168492472937488,0.0821183515472872,-0.00340776970881132,0.155712493478258,0.0358966623846648,0.1358749153992,0.0331207748492771,0.0135440812927879,0.105963648999092,0.0205091349766275,0.115658692229347,0.0447335164474379,-0.0528409648206878,0.165023248856485,-0.0304768672434002,0.00652208557752335,0.0621377600847128,0.00495315742399211,0.0349522111715155,0.0652607608775481,0.0171402905691578,-0.0369635306760184,0.0710065689985727,0.117455576729539,-0.0195760312862048,-0.010064969917332,-0.0206224488943508,0.153257149404309,0.112033065562428,0.184189415600155,0.101538805109882,0.127412022022659
LMU3R76,0.151489242263723,0.00894718147180584,0.00106478545649895,0.0284559024041819,0.0340220938704614,0.0116541108785958,-0.00309227528151017,0.210479278461342,0.0296365668995645,0.0727341479350878,0.0246968884026606,-0.0420536013322278,0.0439594712346814,0.0109758054939192,0.0292236615268834,0.0609173867547493,0.0736695723978937,0.0963931474456976,0.00705711156159265,-0.0862602559110072,0.0349567347135677,0.243235769538906,-0.00215655778339917,0.00599361547443329,0.0485715587988596,0.012964637270278,0.0777252048052679,-0.0142574635975479,0.125129173317751,0.128021283310363,0.0936872618399776,0.0315104309506978,-0.00720384195367491,-0.0113647290740491,0.181828115296927,0.0857156688592534,-0.0104363897131608,0.16463846173663,0.040117865631533,0.141011123739468,0.040517273240535,0.0170861404410118,0.101277135996722,0.0161043962804759,0.126670342108456,0.0471503072187338,-0.0611922001473789,0.177735017574495,-0.0371566244161295,0.0140390657843504,0.0718014620993939,0.0168450325495802,0.0338166701058807,0.0754177339418946,0.0176366622458978,-0.0342655664828275,0.0729188135822858,0.122368642277148,-0.0164766409700163,-0.0137802165756989,-0.0176465582963282,0.165160928650075,0.118518153685831,0.195311921121266,0.114019621574293,0.132327298571643
LMU3R77,0.160394603999752,0.0159255017723813,0.0047055756408223,0.0238041817154026,0.0354104807611081,0.0049716561419002,-0.00159698984014646,0.223862353966369,0.0373805504658153,0.0782481263873377,0.0247042398776233,-0.0452829250675025,0.0512840344127538,0.0103194188454616,0.0321126743346501,0.0594060195037295,0.0837518209881653,0.102262807869596,0.0189209091820149,-0.078777318852564,0.0477944938210404,0.263576220413735,-0.000598991107035845,0.00861880923232946,0.0601366346105225,0.0203349351792682,0.0782077396544366,-0.0302737914351949,0.13507292459046,0.143893654513026,0.102644663763186,0.0350456552403936,-0.0121851182323715,-0.0135323548264777,0.19325120951147,0.0841179189452283,-0.0123323137014813,0.175078519762039,0.0476550762083407,0.144561823776628,0.0415760272408967,0.0203950948884503,0.101890051751517,0.0193490190032888,0.137195091310465,0.0359533041140553,-0.0559392990139442,0.190072659616461,-0.0405029514883523,0.00403060357230157,0.0725625414669946,0.0134615868188501,0.0446906914491614,0.0876681201816073,0.0164857375332706,-0.0346039214850095,0.0813904692458488,0.125162395388514,-0.0236017991746985,-0.0104369350924753,-0.0173946885973812,0.179115925794406,0.134598211679289,0.201218244364358,0.116412532741655,0.138790915339636
LMU3R78,0.171041862017021,0.0226890361608913,0.00271621297885798,0.027848649436199,0.0399438122067126,0.0193120045583459,-0.00608020198319956,0.234865310579005,0.0414741249079347,0.0785012198164556,0.0256901955327226,-0.0559395609616102,0.0572001385025416,0.0074737510814132,0.0325575062948164,0.0686637063588354,0.0862850579938774,0.121472455040973,0.0272390220443709,-0.0820369336571574,0.0586503941929013,0.286661977190326,-0.00180550199682497,0.017581701932772,0.0583629995480959,0.0230600103966256,0.0874622203384834,-0.0373978982882275,0.142941475375306,0.153083424891904,0.100397208116018,0.0335119026724391,-0.0100204548838802,-0.0125563519799379,0.202638037475582,0.0929126364792358,-0.0243535766777236,0.186864497971572,0.0508045795598788,0.157129739191163,0.0558040847448362,0.0224397801167857,0.106754168592606,0.0263459308898942,0.130660058038725,0.0425461107591267,-0.05906952156445,0.203050713395431,-0.0349856049691965,0.00443094104861798,0.0693590766941369,0.0160808184704721,0.044585807597276,0.0977483577446472,0.0237772873775951,-0.0406942451807275,0.0864956886502784,0.120619618414469,-0.0359488283737813,-0.0151908678686726,-0.00995494458639455,0.197360017087503,0.142611738509299,0.211098032499342,0.131883244976425,0.140012016104254
LMU3R79,0.178657272633821,0.0208816018723112,-0.0035541294730481,0.032779181144014,0.034397472803623,0.0190413236184398,-0.00953839338097976,0.241222211288411,0.0494071632479661,0.0742508249218126,0.0283282713557797,-0.0614242101161606,0.0577282363152128,0.0104384995285369,0.0345516121474754,0.0714602128188334,0.0902713549578556,0.124576362516473,0.0261308334383585,-0.0905605028779336,0.0737413742913072,0.303570889618355,0.00711729916300234,0.0132440286664648,0.0643747437423881,0.0213056794717212,0.0898617631974551,-0.0206129581119715,0.158760371941861,0.168650149113868,0.084602557434197,0.0322301900708844,-0.0109828820715174,-0.0130687285664562,0.223471163315895,0.103142116519052,-0.0361181868957127,0.19440108117555,0.0522318904375592,0.161446861656119,0.0684558402648984,0.0249626404755618,0.105820439095427,0.0177856965594868,0.145013184191337,0.0487687489412684,-0.0618328144317547,0.219389361344761,-0.0436731731943511,0.00366944563806678,0.0691024342830024,0.00966183918324319,0.0510400135395151,0.100252934322146,0.0240720497482099,-0.0511739769262735,0.0884862969980198,0.126912295349081,-0.032187086404496,-0.0206469966941797,-0.0198397745298048,0.206181290476266,0.147678729638648,0.219807302783253,0.149874918931601,0.149526666715863
LMU3R80,0.187903185399358,0.0306455955194982,-0.00174450330906141,0.0340620494057678,0.0380778124154858,0.00497957897541085,-0.0101012457282042,0.256939999478351,0.0541713494602172,0.077532831987542,0.036854624760875,-0.065642926471435,0.0664435099991803,0.0135204648386468,0.0462097791703463,0.0705497828445079,0.103098135233245,0.132424974149652,0.0417149015286291,-0.0939377555713317,0.0738552750805357,0.324442365171578,0.0138562466234205,0.0183835855290851,0.063267544335943,0.00542458188350745,0.0941724046926022,-0.0227101331507727,0.17319071985957,0.180411254766458,0.0933324997544999,0.0238889122939213,-0.0101441427639606,-0.0173993468714878,0.236300679590803,0.123104077363949,-0.0303023366761184,0.206152833070019,0.0528360908931832,0.16681854898268,0.0755664661903602,0.0262600296351508,0.108163651453569,0.00332781861000326,0.164594638292271,0.0545408825498987,-0.0677136851631391,0.23292671000855,-0.0408051480423147,0.00812175047997473,0.0745888474598678,0.0106292819243567,0.05485836505122,0.108597613143521,0.0189350973147214,-0.0498544811874568,0.0941046926141837,0.130516707192597,-0.037160986468324,-0.018664953208689,-0.0112522541622698,0.222748010800761,0.166651730181386,0.230560940245598,0.152267429938995,0.158670362854808
LMU3R81,0.201016516133465,0.0239943790484934,0.00393709402694381,0.0325415074699278,0.0338021184941991,0.00961916913980158,0.000579092605892121,0.264656837227662,0.0523401851872174,0.0815629561996986,0.037608173595584,-0.0559457837580598,0.0837459650228696,0.0204760706915655,0.0425164810024962,0.0761842893468288,0.112920404060881,0.141377027771729,0.0494935308702117,-0.0983042907700537,0.0781325241514288,0.34205881982568,0.0227403255938528,0.0166004661109175,0.0704204756187333,0.0247762306854498,0.104654895352958,-0.0204596793113694,0.188267238970617,0.178378250120629,0.102535727475048,0.0316723499681755,-0.026856760348463,-0.0239498845742063,0.246812949213875,0.136746838553481,-0.0366738784871331,0.215989240241686,0.0419589656820531,0.170923690746538,0.0795953744754375,0.0316481717523409,0.115836965287393,0.00694801410242193,0.178477353148222,0.0542323221486049,-0.0646206299618794,0.247978370267204,-0.0526866115855654,0.00081156440401343,0.0811156780170722,0.00534824864534077,0.0535440002352312,0.114201534492597,0.00578438821792271,-0.0412937102441938,0.0976317278574844,0.126880344865967,-0.051389109215848,-0.0120243950119307,-0.00461424169170935,0.235813488794313,0.182197012012719,0.224934103291622,0.161474434368153,0.167512959189947
LMU3R82,0.213225873699591,0.0186202545505825,-0.00257900282904474,0.0341549236106902,0.0303465099258575,0.0156808449540421,0.00401744082977042,0.279240598324315,0.0427554390114663,0.0800562210626347,0.0462890812287809,-0.0577485537701954,0.075450935510699,0.0218946182389381,0.0499188974054438,0.0784655714476056,0.115537903799486,0.157026041798203,0.0500609497108164,-0.116018676266898,0.089583326048505,0.358434793603908,0.0154545559019392,0.0206063863628948,0.077089463776716,0.0169635476762333,0.102419199540252,-0.0306361454535622,0.187992321034055,0.196957373117238,0.09142289620994,0.0342025302492093,-0.0301111340267468,-0.0220021199427019,0.264774253206104,0.142599595187576,-0.0320859721351805,0.229636932719485,0.0422568918036874,0.177826288404194,0.0856787364815467,0.0348617831554048,0.117647712426111,0.00274346254135253,0.188870871883666,0.0564902810374451,-0.0698659735818459,0.251424136104191,-0.0504562584086555,0.00929131066288494,0.0753983498102697,0.0103317813308052,0.0651895782354182,0.109314836145781,0.00815572393859655,-0.0399055453757573,0.101650075555565,0.122752405500752,-0.0601713794676016,-0.0192805871869961,-0.00320194300935335,0.245084053493688,0.189095428470173,0.227545059121641,0.187223882631914,0.175856436656288
LMU3R83,0.227612333021249,0.0199594808370981,-0.0105212945505695,0.032944571369917,0.0342188606627478,0.00221206036239274,-0.00355187065963652,0.295346160450908,0.0469729670395061,0.0850149899436063,0.0426742845131052,-0.0573168335950618,0.0777357843371022,0.0322985899470067,0.0513653393485817,0.0819920032045021,0.11068780005346,0.161189856850913,0.0581085157576345,-0.122363769636978,0.0816894433917015,0.373901152301057,0.00623596547117299,0.0119291005957752,0.0803303558327408,0.0272768944423629,0.10723837218023,-0.0185903777001721,0.195009164954799,0.205937332096656,0.0932778478873789,0.0389332465506773,-0.0246255036980032,-0.0133487698108598,0.276320806892819,0.151684050755166,-0.0272764689425051,0.240542696958585,0.0609011933762456,0.191098215132825,0.0857499632910201,0.033175112267065,0.0954416701983178,0.0146005717714677,0.205397904002569,0.056143464486473,-0.0739204121272165,0.272108864614276,-0.0457354347887081,-0.00238538878867859,0.0771539555134914,0.00826721239889596,0.060927730135974,0.112610944187227,0.0160601563099447,-0.0533491472520168,0.104414118293733,0.127250559813498,-0.0676909965402472,-0.0199928407109194,-0.0110080257448062,0.262269012303466,0.190320030727292,0.248906564776212,0.192805364662915,0.188333453445387
